Reference genome	Start	End	Gene
NC_017022	1188840	1189604	EFAU004_01162
NC_017022	1189608	1189997	EFAU004_01163
NC_017022	1190132	1190674	EFAU004_01164
NC_017022	1190822	1191454	EFAU004_01165
NC_017022	1192922	1193848	EFAU004_01167
NC_017022	1193933	1194694	EFAU004_01168
NC_017022	1194938	1197169	EFAU004_01169
NC_017022	1197446	1199896	EFAU004_01170
NC_017022	1199908	1201953	EFAU004_01171
NC_017022	1202119	1202553	EFAU004_01172
NC_017022	1202680	1203318	EFAU004_01173
NC_017022	1203450	1204325	EFAU004_01174
NC_017022	1204407	1205198	EFAU004_01175
NC_017022	1205216	1206616	EFAU004_01176
NC_017022	1206630	1207178	EFAU004_01177
NC_017022	1207215	1208120	EFAU004_01178
NC_017022	1208318	1209643	EFAU004_01179
NC_017022	1209663	1211741	EFAU004_01180
NC_017022	1213536	1214396	EFAU004_01183
NC_017022	1215915	1216466	EFAU004_01186
NC_017022	1216618	1216845	EFAU004_01187
NC_017022	1216842	1217360	EFAU004_01188
NC_017022	1217380	1218093	EFAU004_01189
NC_017022	1218096	1218992	EFAU004_01190
NC_017022	1219150	1219992	EFAU004_01191
NC_017022	1220124	1220777	EFAU004_01192
NC_017022	1220840	1221367	EFAU004_01193
NC_017022	1221387	1222334	EFAU004_01194
NC_017022	1222346	1224232	EFAU004_01195
NC_017022	1224392	1226470	EFAU004_01196
NC_017022	1226483	1226758	EFAU004_01197
NC_017022	1227120	1227575	EFAU004_01198
NC_017022	1227729	1228937	EFAU004_01199
NC_017022	1229049	1229381	EFAU004_01200
NC_017022	1229529	1230404	EFAU004_01201
NC_017022	1230486	1231067	EFAU004_01202
NC_017022	1231073	1232332	EFAU004_01203
NC_017022	1232334	1233380	EFAU004_01204
NC_017022	1233615	1233890	EFAU004_01205
NC_017022	1234133	1235443	EFAU004_01206
NC_017022	1236989	1237669	EFAU004_01208
NC_017022	1237718	1238353	EFAU004_01209
NC_017022	1238419	1239822	EFAU004_01210
NC_017022	1240871	1241092	EFAU004_01212
NC_017022	1241257	1241994	EFAU004_01213
NC_017022	1242147	1243487	EFAU004_01214
NC_017022	1243724	1245247	EFAU004_01215
NC_017022	1245625	1246236	EFAU004_01216
NC_017022	1246566	1247282	EFAU004_01217
NC_017022	1247841	1248638	EFAU004_01219
NC_017022	1248998	1249885	EFAU004_01221
NC_017022	1250559	1251422	EFAU004_01224
NC_017022	1253937	1255046	EFAU004_01226
NC_017022	1255070	1256911	EFAU004_01227
NC_017022	1257093	1259408	EFAU004_01228
NC_017022	1259593	1260453	EFAU004_01229
NC_017022	1260512	1261144	EFAU004_01230
NC_017022	1261353	1262072	EFAU004_01231
NC_017022	1262098	1264689	EFAU004_01232
NC_017022	1264877	1266064	EFAU004_01233
NC_017022	1266432	1266788	EFAU004_01234
NC_017022	1267029	1268033	EFAU004_01235
NC_017022	1268199	1269050	EFAU004_01236
NC_017022	1269067	1269312	EFAU004_01237
NC_017022	1269499	1270203	EFAU004_01238
NC_017022	1270533	1272974	EFAU004_01239
NC_017022	1273159	1274313	EFAU004_01240
NC_017022	1275451	1278117	EFAU004_01242
NC_017022	1278458	1279909	EFAU004_01243
NC_017022	1280238	1281053	EFAU004_01244
NC_017022	1281347	1281622	EFAU004_01245
NC_017022	1283334	1283660	EFAU004_01248
NC_017022	1283808	1284248	EFAU004_01249
NC_017022	1284329	1285726	EFAU004_01250
NC_017022	1285879	1287150	EFAU004_01251
NC_017022	1287277	1287996	EFAU004_01252
NC_017022	1326062	1327567	EFAU004_01285
NC_017022	1327564	1328250	EFAU004_01286
NC_017022	1328443	1329864	EFAU004_01287
NC_017022	1330034	1330213	EFAU004_01288
NC_017022	1330271	1330840	EFAU004_01289
NC_017022	1331026	1331928	EFAU004_01290
NC_017022	1331963	1333747	EFAU004_01291
NC_017022	1333821	1334783	EFAU004_01292
NC_017022	1334951	1338265	EFAU004_01293
NC_017022	1338496	1338681	EFAU004_01294
NC_017022	1338743	1339939	EFAU004_01295
NC_017022	1340109	1341653	EFAU004_01296
NC_017022	1341838	1342647	EFAU004_01297
NC_017022	1344343	1346496	EFAU004_01299
NC_017022	1346790	1347638	EFAU004_01300
NC_017022	1347862	1349802	EFAU004_01301
NC_017022	1350139	1350318	EFAU004_01302
NC_017022	1350365	1352188	EFAU004_01303
NC_017022	1354838	1355485	EFAU004_01305
NC_017022	1355664	1356383	EFAU004_01306
NC_017022	1356514	1357665	EFAU004_01307
NC_017022	1357882	1358622	EFAU004_01308
NC_017022	1358626	1358886	EFAU004_01309
NC_017022	1359583	1360233	EFAU004_01311
NC_017022	1360243	1360554	EFAU004_01312
NC_017022	1360570	1361679	EFAU004_01313
NC_017022	1361676	1362203	EFAU004_01314
NC_017022	1363161	1364030	EFAU004_01316
NC_017022	1364031	1365410	EFAU004_01317
NC_017022	1365418	1365837	EFAU004_01318
NC_017022	1365862	1366338	EFAU004_01319
NC_017022	1366341	1367576	EFAU004_01320
NC_017022	1367595	1368332	EFAU004_01321
NC_017022	1368344	1369261	EFAU004_01322
NC_017022	1369368	1369592	EFAU004_01323
NC_017022	1369645	1370607	EFAU004_01324
NC_017022	1370617	1371057	EFAU004_01325
NC_017022	1372385	1372615	EFAU004_01327
NC_017022	1372701	1373588	EFAU004_01328
NC_017022	1373677	1374900	EFAU004_01329
NC_017022	1374917	1375963	EFAU004_01330
NC_017022	1376127	1377854	EFAU004_01331
NC_017022	1377854	1378120	EFAU004_01332
NC_017022	1378737	1380833	EFAU004_01333
NC_017022	1380981	1381301	EFAU004_01334
NC_017022	1381928	1383508	EFAU004_01336
NC_017022	1383909	1385285	EFAU004_01337
NC_017022	1385413	1386531	EFAU004_01338
NC_017022	1386673	1387107	EFAU004_01339
NC_017022	1387185	1387718	EFAU004_01340
NC_017022	1387812	1388990	EFAU004_01341
NC_017022	1389887	1391269	EFAU004_01343
NC_017022	1392921	1394147	EFAU004_01346
NC_017022	1394901	1395101	EFAU004_01347
NC_017022	1395235	1395843	EFAU004_01348
NC_017022	1395928	1396398	EFAU004_01349
NC_017022	1396446	1397345	EFAU004_01350
NC_017022	1397506	1398309	EFAU004_01351
NC_017022	1399502	1399795	EFAU004_01353
NC_017022	1399823	1400488	EFAU004_01354
NC_017022	1400628	1401260	EFAU004_01355
NC_017022	1401267	1402334	EFAU004_01356
NC_017022	1402331	1403062	EFAU004_01357
NC_017022	1403231	1403710	EFAU004_01358
NC_017022	1403846	1405021	EFAU004_01359
NC_017022	1431078	1433216	EFAU004_01385
NC_017022	1433255	1434841	EFAU004_01386
NC_017022	1436063	1436869	EFAU004_01388
NC_017022	1438403	1440436	EFAU004_01390
NC_017022	1440471	1441322	EFAU004_01391
NC_017022	1441420	1442448	EFAU004_01392
NC_017022	1442470	1443042	EFAU004_01393
NC_017022	1443056	1443922	EFAU004_01394
NC_017022	1444022	1444729	EFAU004_01395
NC_017022	1444734	1445561	EFAU004_01396
NC_017022	1446354	1447493	EFAU004_01398
NC_017022	1447569	1448492	EFAU004_01399
NC_017022	1448524	1449288	EFAU004_01400
NC_017022	1449446	1449886	EFAU004_01401
NC_017022	1450064	1450633	EFAU004_01402
NC_017022	1450887	1452119	EFAU004_01403
NC_017022	1546977	1548812	EFAU004_01532
NC_017022	1548959	1550179	EFAU004_01533
NC_017022	1550686	1551357	EFAU004_01535
NC_017022	1551508	1554117	EFAU004_01536
NC_017022	1554368	1555414	EFAU004_01537
NC_017022	1555425	1555697	EFAU004_01538
NC_017022	1555732	1556640	EFAU004_01539
NC_017022	1556772	1558004	EFAU004_01540
NC_017022	1558019	1559140	EFAU004_01541
NC_017022	1559137	1559838	EFAU004_01542
NC_017022	1560551	1561477	EFAU004_01544
NC_017022	1561477	1562850	EFAU004_01545
NC_017022	1562873	1563364	EFAU004_01546
NC_017022	1563676	1564008	EFAU004_01547
NC_017022	1564653	1565489	EFAU004_01549
NC_017022	1565534	1568179	EFAU004_01550
NC_017022	1568305	1568988	EFAU004_01551
NC_017022	1569773	1571107	EFAU004_01553
NC_017022	1571238	1571999	EFAU004_01554
NC_017022	1572015	1572497	EFAU004_01555
NC_017022	1574841	1575572	EFAU004_01557
NC_017022	1575641	1576582	EFAU004_01558
NC_017022	1576762	1577130	EFAU004_01560
NC_017022	1577741	1579132	EFAU004_01561
NC_017022	1579345	1579731	EFAU004_01562
NC_017022	1580474	1581142	EFAU004_01564
NC_017022	1581653	1582324	EFAU004_01566
NC_017022	1582509	1582907	EFAU004_01567
NC_017022	1582904	1583677	EFAU004_01568
NC_017022	1583674	1584357	EFAU004_01569
NC_017022	1591276	1592112	EFAU004_01576
NC_017022	1592611	1593906	EFAU004_01578
NC_017022	1593919	1595010	EFAU004_01579
NC_017022	1595027	1596193	EFAU004_01580
NC_017022	1596195	1597259	EFAU004_01581
NC_017022	1597292	1598314	EFAU004_01582
NC_017022	1606989	1607117	EFAU004_01588
NC_017022	1665728	1666783	EFAU004_01651
NC_017022	1666793	1668223	EFAU004_01652
NC_017022	1668220	1669692	EFAU004_01653
NC_017022	1669692	1669997	EFAU004_01654
NC_017022	1670103	1672139	EFAU004_01655
NC_017022	1672156	1674390	EFAU004_01656
NC_017022	1674545	1676104	EFAU004_01657
NC_017022	1676215	1678146	EFAU004_01658
NC_017022	1678164	1679078	EFAU004_01659
NC_017022	1679075	1679827	EFAU004_01660
NC_017022	1679987	1680196	EFAU004_01661
NC_017022	1681671	1681826	EFAU004_01663
NC_017022	1681900	1682487	EFAU004_01664
NC_017022	1682570	1683820	EFAU004_01665
NC_017022	1684067	1685356	EFAU004_01666
NC_017022	1685510	1686442	EFAU004_01667
NC_017022	1686599	1687258	EFAU004_01668
NC_017022	1687261	1688286	EFAU004_01669
NC_017022	1688299	1688589	EFAU004_01670
NC_017022	1690875	1692230	EFAU004_01672
NC_017022	1693420	1694307	EFAU004_01674
NC_017022	1694496	1698188	EFAU004_01675
NC_017022	1698387	1698908	EFAU004_01676
NC_017022	1705969	1706904	EFAU004_01686
NC_017022	1706938	1707936	EFAU004_01687
NC_017022	1707933	1708817	EFAU004_01688
NC_017022	1708952	1709683	EFAU004_01689
NC_017022	1709687	1710952	EFAU004_01690
NC_017022	1711215	1714031	EFAU004_01691
NC_017022	1714041	1716035	EFAU004_01692
NC_017022	1716294	1717796	EFAU004_01693
NC_017022	1719476	1720642	EFAU004_01696
NC_017022	1720793	1722622	EFAU004_01697
NC_017022	1722673	1723236	EFAU004_01698
NC_017022	1723330	1724373	EFAU004_01699
NC_017022	1724607	1725638	EFAU004_01700
NC_017022	1731196	1732047	EFAU004_01708
NC_017022	1732060	1732845	EFAU004_01709
NC_017022	1733197	1734138	EFAU004_01710
NC_017022	1734142	1735065	EFAU004_01711
NC_017022	1738947	1741253	EFAU004_01715
NC_017022	1741266	1741577	EFAU004_01716
NC_017022	1741574	1741867	EFAU004_01717
NC_017022	1741889	1743064	EFAU004_01718
NC_017022	1743087	1743560	EFAU004_01719
NC_017022	1743705	1748063	EFAU004_01720
NC_017022	1748275	1749984	EFAU004_01721
NC_017022	1750052	1751320	EFAU004_01722
NC_017022	1751481	1752281	EFAU004_01723
NC_017022	1752278	1753090	EFAU004_01724
NC_017022	1753285	1753842	EFAU004_01725
NC_017022	1753845	1754567	EFAU004_01726
NC_017022	1754703	1755584	EFAU004_01727
NC_017022	1755683	1756465	EFAU004_01728
NC_017022	1756824	1757303	EFAU004_01729
NC_017022	1757520	1758611	EFAU004_01730
NC_017022	1758736	1759281	EFAU004_01732
NC_017022	1759735	1761426	EFAU004_01733
NC_017022	1761846	1762793	EFAU004_01734
NC_017022	1762908	1763927	EFAU004_01735
NC_017022	1764018	1765247	EFAU004_01736
NC_017022	1765708	1766409	EFAU004_01737
NC_017022	1767018	1768034	EFAU004_01738
NC_017022	1768031	1768495	EFAU004_01739
NC_017022	1769028	1769852	EFAU004_01741
NC_017022	1769941	1770921	EFAU004_01742
NC_017022	1770945	1772429	EFAU004_01743
NC_017022	1772441	1773430	EFAU004_01744
NC_017022	1773678	1773845	EFAU004_01745
NC_017022	1773907	1775718	EFAU004_01746
NC_017022	1776243	1776638	EFAU004_01748
NC_017022	1776656	1777618	EFAU004_01749
NC_017022	1777618	1777830	EFAU004_01750
NC_017022	1777851	1778549	EFAU004_01751
NC_017022	1778569	1779111	EFAU004_01752
NC_017022	1780244	1781233	EFAU004_01754
NC_017022	1781230	1782036	EFAU004_01755
NC_017022	1782202	1783158	EFAU004_01756
NC_017022	1783235	1783753	EFAU004_01757
NC_017022	1783841	1783990	EFAU004_01758
NC_017022	1786370	1788265	EFAU004_01761
NC_017022	1793035	1793601	EFAU004_01767
NC_017022	1793857	1795188	EFAU004_01768
NC_017022	1795596	1796015	EFAU004_01770
NC_017022	1796016	1796360	EFAU004_01771
NC_017022	1797775	1798371	EFAU004_01773
NC_017022	1798495	1800294	EFAU004_01774
NC_017022	1800393	1800503	EFAU004_01775
NC_017022	1800572	1800784	EFAU004_01776
NC_017022	1801246	1801395	EFAU004_01777
NC_017022	1805331	1805717	EFAU004_01782
NC_017022	1806025	1807371	EFAU004_01783
NC_017022	1807483	1808832	EFAU004_01784
NC_017022	1808949	1810202	EFAU004_01785
NC_017022	1810273	1810758	EFAU004_01786
NC_017022	1810781	1811539	EFAU004_01787
NC_017022	1811555	1812733	EFAU004_01788
NC_017022	1812963	1815083	EFAU004_01789
NC_017022	1815306	1816031	EFAU004_01790
NC_017022	1816600	1818048	EFAU004_01792
NC_017022	1818048	1818764	EFAU004_01793
NC_017022	1819239	1820012	EFAU004_01795
NC_017022	1824762	1825022	EFAU004_01799
NC_017022	1825207	1825704	EFAU004_01800
NC_017022	1825834	1826544	EFAU004_01801
NC_017022	1826557	1828221	EFAU004_01802
NC_017022	1894641	1894988	EFAU004_01869
NC_017022	1895124	1895885	EFAU004_01870
NC_017022	1897482	1897733	EFAU004_01873
NC_017022	1897745	1898020	EFAU004_01874
NC_017022	1898906	1899427	EFAU004_01876
NC_017022	1899431	1900009	EFAU004_01877
NC_017022	1900121	1901539	EFAU004_01878
NC_017022	1901858	1902361	EFAU004_01880
NC_017022	1902492	1903196	EFAU004_01881
NC_017022	1903193	1904929	EFAU004_01882
NC_017022	1910848	1911738	EFAU004_01886
NC_017022	1912624	1912989	EFAU004_01888
NC_017022	1928203	1928772	EFAU004_01906
NC_017022	1928846	1929169	EFAU004_01907
NC_017022	1929323	1930135	EFAU004_01908
NC_017022	1930489	1931337	EFAU004_01909
NC_017022	1936887	1939073	EFAU004_01915
NC_017022	1939073	1939282	EFAU004_01916
NC_017022	1949304	1950602	EFAU004_01925
NC_017022	1950642	1951832	EFAU004_01926
NC_017022	1951853	1952356	EFAU004_01927
NC_017022	1952427	1955216	EFAU004_01928
NC_017022	1955363	1955563	EFAU004_01929
NC_017022	1955848	1956012	EFAU004_01930
NC_017022	1956838	1957956	EFAU004_01932
NC_017022	1958189	1958311	EFAU004_01933
NC_017022	1958427	1959734	EFAU004_01934
NC_017022	1959855	1961054	EFAU004_01935
NC_017022	1961081	1962349	EFAU004_01936
NC_017022	1963569	1964072	EFAU004_01938
NC_017022	1964195	1964959	EFAU004_01939
NC_017022	1965067	1965342	EFAU004_01940
NC_017022	2011245	2013320	EFAU004_01988
NC_017022	2013322	2014239	EFAU004_01989
NC_017022	2014623	2015435	EFAU004_01990
NC_017022	2015578	2016477	EFAU004_01991
NC_017022	2016871	2017332	EFAU004_01993
NC_017022	2017364	2019556	EFAU004_01994
NC_017022	2019580	2020551	EFAU004_01995
NC_017022	2021257	2022636	EFAU004_01996
NC_017022	2022790	2023236	EFAU004_01997
NC_017022	2023263	2023439	EFAU004_01998
NC_017022	2024121	2024981	EFAU004_02000
NC_017022	2025073	2025366	EFAU004_02001
NC_017022	2025438	2027165	EFAU004_02002
NC_017022	2027379	2028305	EFAU004_02003
NC_017022	2028450	2029883	EFAU004_02004
NC_017022	2029883	2031286	EFAU004_02005
NC_017022	2031517	2032419	EFAU004_02006
NC_017022	2032459	2032629	EFAU004_02007
NC_017022	2035615	2037399	EFAU004_02010
NC_017022	2037399	2039150	EFAU004_02011
NC_017022	2039292	2039516	EFAU004_02012
NC_017022	2039767	2041353	EFAU004_02013
NC_017022	2041419	2043194	EFAU004_02014
NC_017022	2043407	2044309	EFAU004_02015
NC_017022	2044588	2046933	EFAU004_02016
NC_017022	2047270	2048271	EFAU004_02017
NC_017022	2048481	2049587	EFAU004_02018
NC_017022	2050251	2050691	EFAU004_02020
NC_017022	2050816	2051754	EFAU004_02021
NC_017022	2051769	2052794	EFAU004_02022
NC_017022	2052838	2053668	EFAU004_02023
NC_017022	2053683	2054621	EFAU004_02024
NC_017022	2054788	2055138	EFAU004_02025
NC_017022	2055755	2057323	EFAU004_02027
NC_017022	2057423	2058190	EFAU004_02028
NC_017022	2059456	2060133	EFAU004_02030
NC_017022	2060146	2060904	EFAU004_02031
NC_017022	2060920	2061726	EFAU004_02032
NC_017022	2061741	2062625	EFAU004_02033
NC_017022	2062625	2063545	EFAU004_02034
NC_017022	2063660	2064517	EFAU004_02035
NC_017022	2064854	2066302	EFAU004_02036
NC_017022	2066454	2067347	EFAU004_02037
NC_017022	2068122	2069105	EFAU004_02039
NC_017022	2069349	2071883	EFAU004_02040
NC_017022	2072105	2072656	EFAU004_02041
NC_017022	2074894	2075214	EFAU004_02044
NC_017022	2075322	2075609	EFAU004_02045
NC_017022	2075736	2076380	EFAU004_02046
NC_017022	2076440	2077147	EFAU004_02047
NC_017022	2077367	2077537	EFAU004_02048
NC_017022	2077908	2078144	EFAU004_02049
NC_017022	2079878	2080174	EFAU004_02052
NC_017022	2080309	2080485	EFAU004_02053
NC_017022	2080498	2081799	EFAU004_02054
NC_017022	2081896	2082126	EFAU004_02055
NC_017022	2082595	2083017	EFAU004_02056
NC_017022	2083031	2084437	EFAU004_02057
NC_017022	2084460	2085362	EFAU004_02058
NC_017022	2085376	2086932	EFAU004_02059
NC_017022	2086955	2087497	EFAU004_02060
NC_017022	2088099	2088314	EFAU004_02062
NC_017022	2088367	2089086	EFAU004_02063
NC_017022	2089388	2089852	EFAU004_02064
NC_017022	2089874	2092231	EFAU004_02065
NC_017022	2092234	2092989	EFAU004_02066
NC_017022	2093092	2093328	EFAU004_02067
NC_017022	2093446	2093724	EFAU004_02068
NC_017022	2093837	2094805	EFAU004_02069
NC_017022	2095088	2096062	EFAU004_02070
NC_017022	2098248	2099546	EFAU004_02073
NC_017022	2099662	2100417	EFAU004_02074
NC_017022	2100521	2101711	EFAU004_02075
NC_017022	2101821	2102822	EFAU004_02076
NC_017022	2102863	2103900	EFAU004_02077
NC_017022	2104103	2105437	EFAU004_02078
NC_017022	2106731	2107630	EFAU004_02080
NC_017022	2107647	2108153	EFAU004_02081
NC_017022	2109038	2109475	EFAU004_02083
NC_017022	2110452	2111819	EFAU004_02085
NC_017022	2111838	2112647	EFAU004_02086
NC_017022	2112690	2113133	EFAU004_02087
NC_017022	2113267	2113638	EFAU004_02088
NC_017022	2117235	2118590	EFAU004_02092
NC_017022	2118620	2119255	EFAU004_02093
NC_017022	2120631	2122412	EFAU004_02095
NC_017022	2122735	2123721	EFAU004_02097
NC_017022	2123736	2124320	EFAU004_02098
NC_017022	2124341	2124811	EFAU004_02099
NC_017022	2124830	2126833	EFAU004_02100
NC_017022	2127489	2128208	EFAU004_02102
NC_017022	2128507	2130405	EFAU004_02103
NC_017022	2130568	2131830	EFAU004_02104
NC_017022	2132867	2134645	EFAU004_02106
NC_017022	2134827	2135141	EFAU004_02107
NC_017022	2135228	2137588	EFAU004_02108
NC_017022	2137703	2138251	EFAU004_02109
NC_017022	2138309	2138746	EFAU004_02110
NC_017022	2138948	2139865	EFAU004_02111
NC_017022	2140121	2141032	EFAU004_02112
NC_017022	2142033	2142701	EFAU004_02114
NC_017022	2142716	2143786	EFAU004_02115
NC_017022	2150870	2151550	EFAU004_02121
NC_017022	2151834	2152937	EFAU004_02122
NC_017022	2153566	2154036	EFAU004_02123
NC_017022	2154366	2156006	EFAU004_02124
NC_017022	2156160	2157482	EFAU004_02125
NC_017022	2158046	2158882	EFAU004_02127
NC_017022	2186217	2186522	EFAU004_02164
NC_017022	2186547	2186978	EFAU004_02165
NC_017022	2186975	2187241	EFAU004_02166
NC_017022	2187496	2188221	EFAU004_02167
NC_017022	2188769	2189521	EFAU004_02168
NC_017022	2189537	2190016	EFAU004_02169
NC_017022	2193783	2194619	EFAU004_02173
NC_017022	2196413	2197342	EFAU004_02175
NC_017022	2197534	2197887	EFAU004_02176
NC_017022	2197961	2198617	EFAU004_02177
NC_017022	2198843	2200777	EFAU004_02178
NC_017022	2209499	2211112	EFAU004_02186
NC_017022	2212750	2213979	EFAU004_02188
NC_017022	2213981	2214898	EFAU004_02189
NC_017022	2214902	2215639	EFAU004_02190
NC_017022	2215730	2216257	EFAU004_02191
NC_017022	2216437	2217030	EFAU004_02192
NC_017022	2217134	2217619	EFAU004_02193
NC_017022	2217772	2217969	EFAU004_02194
NC_017022	2218064	2219824	EFAU004_02195
NC_017022	2219821	2221551	EFAU004_02196
NC_017022	2221944	2222156	EFAU004_02197
NC_017022	2222158	2223837	EFAU004_02198
NC_017022	2224091	2224291	EFAU004_02199
NC_017022	2225831	2227144	EFAU004_02202
NC_017022	2227454	2230099	EFAU004_02203
NC_017022	2230492	2231139	EFAU004_02204
NC_017022	2231712	2232923	EFAU004_02205
NC_017022	2232939	2234081	EFAU004_02206
NC_017022	2234246	2235967	EFAU004_02207
NC_017022	2236752	2237591	EFAU004_02209
NC_017022	2237625	2238458	EFAU004_02210
NC_017022	2238690	2239658	EFAU004_02211
NC_017022	2239813	2240550	EFAU004_02212
NC_017022	2240566	2241399	EFAU004_02213
NC_017022	2241601	2242929	EFAU004_02214
NC_017022	2252779	2253141	EFAU004_02221
NC_017022	2253215	2253595	EFAU004_02222
NC_017022	2253677	2254852	EFAU004_02223
NC_017022	2254929	2255513	EFAU004_02224
NC_017022	2255714	2256712	EFAU004_02225
NC_017022	2256824	2257333	EFAU004_02226
NC_017022	2257363	2258022	EFAU004_02227
NC_017022	2258024	2258788	EFAU004_02228
NC_017022	2258796	2259473	EFAU004_02229
NC_017022	2259510	2260895	EFAU004_02230
NC_017022	2261212	2261727	EFAU004_02232
NC_017022	2261834	2262691	EFAU004_02233
NC_017022	2262772	2263107	EFAU004_02234
NC_017022	2263174	2264544	EFAU004_02235
NC_017022	2264622	2265155	EFAU004_02236
NC_017022	2267051	2267758	EFAU004_02238
NC_017022	2267837	2268175	EFAU004_02239
NC_017022	2268286	2269248	EFAU004_02240
NC_017022	2269263	2270594	EFAU004_02241
NC_017022	2270602	2271282	EFAU004_02242
NC_017022	2271501	2271977	EFAU004_02243
NC_017022	2272107	2273786	EFAU004_02244
NC_017022	2274334	2275836	EFAU004_02245
NC_017022	2275849	2276511	EFAU004_02246
NC_017022	2276612	2276815	EFAU004_02247
NC_017022	2276926	2278110	EFAU004_02248
NC_017022	2278267	2280006	EFAU004_02249
NC_017022	2280778	2281392	EFAU004_02250
NC_017022	2282674	2283555	EFAU004_02252
NC_017022	2283598	2284617	EFAU004_02253
NC_017022	2285250	2286254	EFAU004_02254
NC_017022	2286267	2287316	EFAU004_02255
NC_017022	2287333	2288154	EFAU004_02256
NC_017022	2288937	2289407	EFAU004_02258
NC_017022	2289419	2289838	EFAU004_02259
NC_017022	2289919	2292687	EFAU004_02260
NC_017022	2292887	2293111	EFAU004_02261
NC_017022	2293889	2295604	EFAU004_02262
NC_017022	2295607	2297370	EFAU004_02263
NC_017022	2297410	2297946	EFAU004_02264
NC_017022	2298269	2298691	EFAU004_02265
NC_017022	2298900	2300009	EFAU004_02266
NC_017022	2300133	2300762	EFAU004_02267
NC_017022	2301213	2302097	EFAU004_02268
NC_017022	2302652	2303428	EFAU004_02270
NC_017022	2303583	2304905	EFAU004_02271
NC_017022	2306146	2308155	EFAU004_02273
NC_017022	2308423	2308701	EFAU004_02274
NC_017022	2308798	2309619	EFAU004_02275
NC_017022	2309904	2310914	EFAU004_02276
NC_017022	2311869	2312939	EFAU004_02278
NC_017022	2312945	2313988	EFAU004_02279
NC_017022	2313989	2314930	EFAU004_02280
NC_017022	2315014	2315361	EFAU004_02281
NC_017022	2315431	2317092	EFAU004_02282
NC_017022	2325723	2326538	EFAU004_02288
NC_017022	2326556	2327191	EFAU004_02289
NC_017022	2327210	2327851	EFAU004_02290
NC_017022	2328331	2328816	EFAU004_02291
NC_017022	2334103	2334345	EFAU004_02296
NC_017022	2334484	2335113	EFAU004_02297
NC_017022	2335247	2336194	EFAU004_02298
NC_017022	2336347	2337591	EFAU004_02299
NC_017022	2337608	2337769	EFAU004_02300
NC_017022	2337766	2338791	EFAU004_02301
NC_017022	2339817	2340890	EFAU004_02303
NC_017022	2340893	2341477	EFAU004_02304
NC_017022	2342158	2342760	EFAU004_02307
NC_017022	2342864	2343433	EFAU004_02308
NC_017022	2343663	2344430	EFAU004_02309
NC_017022	2344427	2344906	EFAU004_02310
NC_017022	2345031	2345768	EFAU004_02311
NC_017022	2345929	2347329	EFAU004_02312
NC_017022	2347552	2348904	EFAU004_02313
NC_017022	2349657	2350808	EFAU004_02315
NC_017022	2350821	2351258	EFAU004_02316
NC_017022	2351273	2353039	EFAU004_02317
NC_017022	2353303	2353980	EFAU004_02318
NC_017022	2355310	2355750	EFAU004_02320
NC_017022	2355761	2357794	EFAU004_02321
NC_017022	2359593	2360543	EFAU004_02323
NC_017022	2360582	2361607	EFAU004_02324
NC_017022	2361816	2362685	EFAU004_02325
NC_017022	2363389	2365281	EFAU004_02326
NC_017022	2365278	2367005	EFAU004_02327
NC_017022	2367021	2367671	EFAU004_02328
NC_017022	2367875	2368171	EFAU004_02329
NC_017022	2368363	2368983	EFAU004_02330
NC_017022	2369075	2370241	EFAU004_02331
NC_017022	2370253	2370606	EFAU004_02332
NC_017022	2370734	2371756	EFAU004_02333
NC_017022	2371775	2371936	EFAU004_02334
NC_017022	2372195	2372629	EFAU004_02335
NC_017022	2372739	2374598	EFAU004_02336
NC_017022	2376182	2377606	EFAU004_02339
NC_017022	2378277	2379938	EFAU004_02341
NC_017022	2381808	2382887	EFAU004_02343
NC_017022	2390970	2391860	EFAU004_02351
NC_017022	2391933	2392757	EFAU004_02352
NC_017022	2392769	2394241	EFAU004_02353
NC_017022	2394878	2395240	EFAU004_02354
NC_017022	2395463	2396215	EFAU004_02355
NC_017022	2396355	2397278	EFAU004_02356
NC_017022	2397293	2397565	EFAU004_02357
NC_017022	2434942	2436567	EFAU004_02417
NC_017022	2436618	2436902	EFAU004_02418
NC_017022	2437127	2437789	EFAU004_02419
NC_017022	2437865	2439157	EFAU004_02420
NC_017022	2439327	2439956	EFAU004_02421
NC_017022	2440059	2440868	EFAU004_02422
NC_017022	2440923	2441792	EFAU004_02423
NC_017022	2441793	2443109	EFAU004_02424
NC_017022	2443106	2444941	EFAU004_02425
NC_017022	2444946	2445650	EFAU004_02426
NC_017022	2445840	2446700	EFAU004_02427
NC_017022	2449990	2451717	EFAU004_02433
NC_017022	2453090	2453734	EFAU004_02435
NC_017022	2453828	2453962	EFAU004_02436
NC_017022	2453964	2456096	EFAU004_02437
NC_017022	2456093	2456566	EFAU004_02438
NC_017022	2456967	2457191	EFAU004_02439
NC_017022	2457350	2459509	EFAU004_02440
NC_017022	2459559	2460524	EFAU004_02441
NC_017022	2460613	2461752	EFAU004_02442
NC_017022	2462061	2462774	EFAU004_02443
NC_017022	2463028	2463729	EFAU004_02444
NC_017022	2468813	2469181	EFAU004_02449
NC_017022	2469234	2469737	EFAU004_02450
NC_017022	2470147	2470836	EFAU004_02451
NC_017022	2470940	2471362	EFAU004_02452
NC_017022	2471705	2472373	EFAU004_02453
NC_017022	2472386	2473258	EFAU004_02454
