Reference genome	Start	End	Core gene
NC_007530	976636	976917	GBAA_RS05180
NC_007530	977554	977775	GBAA_RS05185
NC_007530	979209	980942	GBAA_RS05195
NC_007530	981083	981397	GBAA_RS05200
NC_007530	981411	982022	GBAA_RS05205
NC_007530	982604	982843	GBAA_RS05210
NC_007530	983075	983536	GBAA_RS05215
NC_007530	983750	984139	GBAA_RS05220
NC_007530	984190	984390	GBAA_RS05225
NC_007530	984466	984717	GBAA_RS05230
NC_007530	984898	985098	GBAA_RS05235
NC_007530	985296	985634	GBAA_RS05240
NC_007530	986086	986862	GBAA_RS05250
NC_007530	986932	987372	GBAA_RS05255
NC_007530	987548	988690	GBAA_RS05260
NC_007530	988729	989586	GBAA_RS05265
NC_007530	989603	992293	GBAA_RS05270
NC_007530	992499	992750	GBAA_RS05275
NC_007530	993149	993679	GBAA_RS05285
NC_007530	993818	994021	GBAA_RS05290
NC_007530	995054	995359	GBAA_RS05305
NC_007530	995477	996472	GBAA_RS05310
NC_007530	996601	996741	GBAA_RS05315
NC_007530	996896	997258	GBAA_RS05320
NC_007530	997285	997470	GBAA_RS05325
NC_007530	997639	998880	GBAA_RS05330
NC_007530	998877	999476	GBAA_RS05335
NC_007530	1000115	1001245	GBAA_RS05340
NC_007530	1001413	1003716	GBAA_RS05345
NC_007530	1003758	1004702	GBAA_RS05350
NC_007530	1004879	1005454	GBAA_RS05355
NC_007530	1005512	1006723	GBAA_RS05360
NC_007530	1007140	1008084	GBAA_RS05365
NC_007530	1008128	1009105	GBAA_RS05370
NC_007530	1009329	1010441	GBAA_RS05375
NC_007530	1010797	1011672	GBAA_RS05380
NC_007530	1011753	1011953	GBAA_RS05385
NC_007530	1012127	1012978	GBAA_RS05390
NC_007530	1013338	1013787	GBAA_RS05395
NC_007530	1023321	1023686	GBAA_RS05450
NC_007530	1023848	1025239	GBAA_RS05455
NC_007530	1025262	1026710	GBAA_RS05460
NC_007530	1026879	1027442	GBAA_RS05465
NC_007530	1027530	1029860	GBAA_RS05470
NC_007530	1030238	1031101	GBAA_RS05475
NC_007530	1031527	1031721	GBAA_RS05485
NC_007530	1031840	1032175	GBAA_RS05490
NC_007530	1032181	1032738	GBAA_RS05495
NC_007530	1033037	1033399	GBAA_RS05500
NC_007530	1033577	1034011	GBAA_RS05505
NC_007530	1035307	1036518	GBAA_RS05515
NC_007530	1036532	1037239	GBAA_RS05520
NC_007530	1037579	1038160	GBAA_RS05525
NC_007530	1038410	1038886	GBAA_RS05535
NC_007530	1040436	1040870	GBAA_RS05550
NC_007530	1040880	1041146	GBAA_RS05555
NC_007530	1041856	1042227	GBAA_RS05560
NC_007530	1042919	1043743	GBAA_RS05565
NC_007530	1044730	1045533	GBAA_RS05575
NC_007530	1045836	1046132	GBAA_RS05580
NC_007530	1046675	1048093	GBAA_RS05590
NC_007530	1048246	1048749	GBAA_RS05595
NC_007530	1048877	1050994	GBAA_RS05600
NC_007530	1051174	1052220	GBAA_RS05605
NC_007530	1052235	1053170	GBAA_RS05610
NC_007530	1053190	1054611	GBAA_RS05615
NC_007530	1054651	1056003	GBAA_RS05620
NC_007530	1056244	1058610	GBAA_RS05625
NC_007530	1058762	1059115	GBAA_RS05630
NC_007530	1059112	1059951	GBAA_RS05635
NC_007530	1060181	1060579	GBAA_RS05640
NC_007530	1060585	1062483	GBAA_RS05645
NC_007530	1062697	1063269	GBAA_RS05650
NC_007530	1066237	1066452	GBAA_RS05660
NC_007530	1066489	1066794	GBAA_RS05665
NC_007530	1066821	1067174	GBAA_RS05670
NC_007530	1067308	1067811	GBAA_RS05675
NC_007530	1068049	1069026	GBAA_RS05680
NC_007530	1069102	1069230	GBAA_RS05685
NC_007530	1069410	1070144	GBAA_RS05690
NC_007530	1070154	1071143	GBAA_RS05695
NC_007530	1071398	1071826	GBAA_RS05700
NC_007530	1071988	1073520	GBAA_RS05705
NC_007530	1073633	1073884	GBAA_RS05710
NC_007530	1073974	1075008	GBAA_RS05715
NC_007530	1075334	1082008	GBAA_RS05720
NC_007530	1082016	1082495	GBAA_RS05725
NC_007530	1082539	1082877	GBAA_RS05730
NC_007530	1082933	1083685	GBAA_RS05735
NC_007530	1083998	1084132	GBAA_RS05745
NC_007530	1086151	1086345	GBAA_RS05765
NC_007530	1088152	1089129	GBAA_RS05785
NC_007530	1089169	1090287	GBAA_RS05790
NC_007530	1090293	1090778	GBAA_RS05795
NC_007530	1090916	1091818	GBAA_RS05800
NC_007530	1091878	1092243	GBAA_RS05805
NC_007530	1092965	1094707	GBAA_RS05815
NC_007530	1094717	1095421	GBAA_RS05820
NC_007530	1095563	1096411	GBAA_RS05825
NC_007530	1096462	1096758	GBAA_RS05830
NC_007530	1096790	1097089	GBAA_RS05835
NC_007530	1097101	1097289	GBAA_RS05840
NC_007530	1098829	1100556	GBAA_RS05850
NC_007530	1100769	1101677	GBAA_RS05855
NC_007530	1101755	1102426	GBAA_RS05860
NC_007530	1102838	1103497	GBAA_RS05865
NC_007530	1103837	1104493	GBAA_RS05870
NC_007530	1104677	1106266	GBAA_RS05875
NC_007530	1106290	1107567	GBAA_RS05880
NC_007530	1109186	1109461	GBAA_RS05895
NC_007530	1109487	1109672	GBAA_RS05900
NC_007530	1110809	1111402	GBAA_RS05910
NC_007530	1111459	1112022	GBAA_RS05915
NC_007530	1112139	1115654	GBAA_RS05920
NC_007530	1115651	1119376	GBAA_RS05925
NC_007530	1119389	1119676	GBAA_RS05930
NC_007530	1119714	1119929	GBAA_RS05935
NC_007530	1119972	1120358	GBAA_RS05940
NC_007530	1120374	1120568	GBAA_RS05945
NC_007530	1120575	1121189	GBAA_RS05950
NC_007530	1121256	1121462	GBAA_RS05955
NC_007530	1121477	1121698	GBAA_RS05960
NC_007530	1122218	1123120	GBAA_RS05970
NC_007530	1123156	1123440	GBAA_RS05975
NC_007530	1123546	1124736	GBAA_RS05980
NC_007530	1124887	1125252	GBAA_RS05985
NC_007530	1125311	1125865	GBAA_RS05990
NC_007530	1133897	1134781	GBAA_RS06025
NC_007530	1135616	1136107	GBAA_RS06030
NC_007530	1136347	1137201	GBAA_RS06035
NC_007530	1137385	1137648	GBAA_RS06040
NC_007530	1137689	1138546	GBAA_RS06045
NC_007530	1138675	1138806	GBAA_RS06050
NC_007530	1138907	1139764	GBAA_RS06055
NC_007530	1139790	1139987	GBAA_RS06060
NC_007530	1139988	1140128	GBAA_RS06065
NC_007530	1140234	1141043	GBAA_RS06070
NC_007530	1141535	1141714	GBAA_RS06080
NC_007530	1141925	1144525	GBAA_RS06085
NC_007530	1144559	1144741	GBAA_RS06090
NC_007530	1144898	1145632	GBAA_RS06095
NC_007530	1145662	1146534	GBAA_RS06100
NC_007530	1146588	1146764	GBAA_RS06105
NC_007530	1147155	1148087	GBAA_RS06110
NC_007530	1148119	1149357	GBAA_RS06115
NC_007530	1149464	1150252	GBAA_RS06120
NC_007530	1151421	1152410	GBAA_RS06130
NC_007530	1153508	1155139	GBAA_RS06140
NC_007530	1155267	1156196	GBAA_RS06145
NC_007530	1156193	1157209	GBAA_RS06150
NC_007530	1157228	1158271	GBAA_RS06155
NC_007530	1161193	1162797	GBAA_RS06170
NC_007530	1162824	1163027	GBAA_RS06175
NC_007530	1163599	1163994	GBAA_RS06185
NC_007530	1164044	1164718	GBAA_RS06190
NC_007530	1165045	1165728	GBAA_RS06195
NC_007530	1165801	1167345	GBAA_RS06200
NC_007530	1167427	1168671	GBAA_RS06205
NC_007530	1168722	1170548	GBAA_RS06210
NC_007530	1171071	1171964	GBAA_RS06220
NC_007530	1171964	1172362	GBAA_RS06225
NC_007530	1172543	1173121	GBAA_RS06230
NC_007530	1173268	1173627	GBAA_RS06235
NC_007530	1173658	1174296	GBAA_RS06240
NC_007530	1174315	1175112	GBAA_RS06245
NC_007530	1177598	1178338	GBAA_RS06260
NC_007530	1179715	1180650	GBAA_RS06270
NC_007530	1180657	1181424	GBAA_RS06275
NC_007530	1181552	1182397	GBAA_RS06280
NC_007530	1183834	1184946	GBAA_RS06290
NC_007530	1185084	1185773	GBAA_RS06295
NC_007530	1185770	1186456	GBAA_RS06300
NC_007530	1186469	1187149	GBAA_RS06305
NC_007530	1187164	1187901	GBAA_RS06310
NC_007530	1188472	1189440	GBAA_RS06320
NC_007530	1243000	1244367	GBAA_RS06625
NC_007530	1244606	1245589	GBAA_RS06630
NC_007530	1245586	1246434	GBAA_RS06635
NC_007530	1246441	1247241	GBAA_RS06640
NC_007530	1247280	1248317	GBAA_RS06645
NC_007530	1248377	1249024	GBAA_RS06650
NC_007530	1251428	1251844	GBAA_RS06660
NC_007530	1251943	1252866	GBAA_RS06665
NC_007530	1254897	1256225	GBAA_RS06680
NC_007530	1256222	1257634	GBAA_RS06685
NC_007530	1257752	1258867	GBAA_RS06690
NC_007530	1259004	1259978	GBAA_RS06695
NC_007530	1260646	1262046	GBAA_RS06705
NC_007530	1262244	1262963	GBAA_RS06710
NC_007530	1263131	1263850	GBAA_RS06715
NC_007530	1263867	1265288	GBAA_RS06720
NC_007530	1265288	1265998	GBAA_RS06725
NC_007530	1266111	1266833	GBAA_RS06730
NC_007530	1267185	1268036	GBAA_RS06740
NC_007530	1268240	1269034	GBAA_RS06745
NC_007530	1269329	1270648	GBAA_RS06750
NC_007530	1270763	1270948	GBAA_RS06755
NC_007530	1271641	1272165	GBAA_RS06765
NC_007530	1272208	1272660	GBAA_RS06770
NC_007530	1272859	1273341	GBAA_RS06775
NC_007530	1273491	1274234	GBAA_RS06780
NC_007530	1274317	1275402	GBAA_RS06785
NC_007530	1276715	1278064	GBAA_RS06795
NC_007530	1278103	1278438	GBAA_RS06800
NC_007530	1278968	1280044	GBAA_RS06810
NC_007530	1282845	1283639	GBAA_RS06825
NC_007530	1283655	1284752	GBAA_RS06830
NC_007530	1284749	1285933	GBAA_RS06835
NC_007530	1285974	1286756	GBAA_RS06840
NC_007530	1290475	1291098	GBAA_RS06860
NC_007530	1291166	1291936	GBAA_RS06865
NC_007530	1292587	1294083	GBAA_RS06875
NC_007530	1294274	1294720	GBAA_RS06880
NC_007530	1294881	1296575	GBAA_RS06885
NC_007530	1297478	1298686	GBAA_RS06900
NC_007530	1299031	1299693	GBAA_RS06905
NC_007530	1300177	1300893	GBAA_RS06915
NC_007530	1300912	1301409	GBAA_RS06920
NC_007530	1302155	1302757	GBAA_RS06935
NC_007530	1302793	1303371	GBAA_RS06940
NC_007530	1303617	1303811	GBAA_RS06945
NC_007530	1303838	1304155	GBAA_RS06950
NC_007530	1304632	1304991	GBAA_RS06960
NC_007530	1305986	1306747	GBAA_RS06970
NC_007530	1308258	1309226	GBAA_RS06980
NC_007530	1309443	1309823	GBAA_RS06985
NC_007530	1309820	1310518	GBAA_RS06990
NC_007530	1310515	1311309	GBAA_RS06995
NC_007530	1311324	1312226	GBAA_RS07000
NC_007530	1312226	1313002	GBAA_RS07005
NC_007530	1313205	1314218	GBAA_RS07010
NC_007530	1314248	1314430	GBAA_RS07015
NC_007530	1314531	1314983	GBAA_RS07020
NC_007530	1315531	1316085	GBAA_RS07030
NC_007530	1316172	1316570	GBAA_RS07035
NC_007530	1316598	1317518	GBAA_RS07040
NC_007530	1317634	1318728	GBAA_RS07045
NC_007530	1318746	1319921	GBAA_RS07050
NC_007530	1319918	1320157	GBAA_RS07055
NC_007530	1320226	1321392	GBAA_RS07060
NC_007530	1321389	1322900	GBAA_RS07065
NC_007530	1322913	1323059	GBAA_RS07070
NC_007530	1323397	1324566	GBAA_RS07075
NC_007530	1324962	1325408	GBAA_RS07085
NC_007530	1325433	1326206	GBAA_RS07090
NC_007530	1326470	1327372	GBAA_RS07100
NC_007530	1327456	1327974	GBAA_RS07105
NC_007530	1328207	1328380	GBAA_RS07115
NC_007530	1328454	1329815	GBAA_RS07120
NC_007530	1329998	1330789	GBAA_RS07125
NC_007530	1330819	1331406	GBAA_RS07130
NC_007530	1331440	1331871	GBAA_RS07135
NC_007530	1332058	1332453	GBAA_RS07140
NC_007530	1332590	1332745	GBAA_RS07145
NC_007530	1335199	1336542	GBAA_RS07155
NC_007530	1336576	1336959	GBAA_RS07160
NC_007530	1337174	1337641	GBAA_RS07165
NC_007530	1337750	1337839	GBAA_RS07170
NC_007530	1338192	1338440	GBAA_RS07180
NC_007530	1338558	1338797	GBAA_RS07185
NC_007530	1338857	1339093	GBAA_RS07190
NC_007530	1339213	1340109	GBAA_RS07195
NC_007530	1340425	1342125	GBAA_RS07200
NC_007530	1342122	1342631	GBAA_RS07205
NC_007530	1342658	1343668	GBAA_RS07210
NC_007530	1343670	1345190	GBAA_RS07215
NC_007530	1345268	1346332	GBAA_RS07220
NC_007530	1346332	1347726	GBAA_RS07225
NC_007530	1348596	1349858	GBAA_RS07235
NC_007530	1350481	1351770	GBAA_RS07245
NC_007530	1351770	1352354	GBAA_RS07250
NC_007530	1353670	1354428	GBAA_RS07265
NC_007530	1354425	1354730	GBAA_RS07270
NC_007530	1354741	1355064	GBAA_RS07275
NC_007530	1355076	1356092	GBAA_RS07280
NC_007530	1356160	1356327	GBAA_RS07285
NC_007530	1356426	1357445	GBAA_RS07290
NC_007530	1357478	1358179	GBAA_RS07295
NC_007530	1358361	1360247	GBAA_RS07300
NC_007530	1360448	1360891	GBAA_RS07305
NC_007530	1362961	1363104	GBAA_RS07315
NC_007530	1363191	1363871	GBAA_RS07320
NC_007530	1363910	1365046	GBAA_RS07325
NC_007530	1365059	1365652	GBAA_RS07330
NC_007530	1365664	1367286	GBAA_RS07335
NC_007530	1367297	1367500	GBAA_RS07340
NC_007530	1367587	1368363	GBAA_RS07345
NC_007530	1368365	1369120	GBAA_RS07350
NC_007530	1370134	1371489	GBAA_RS07365
NC_007530	1375675	1376991	GBAA_RS07385
NC_007530	1377220	1377576	GBAA_RS07390
NC_007530	1377627	1378289	GBAA_RS07395
NC_007530	1378396	1379136	GBAA_RS07400
NC_007530	1379136	1380191	GBAA_RS07405
NC_007530	1380188	1380820	GBAA_RS07410
NC_007530	1380878	1381216	GBAA_RS07415
NC_007530	1381240	1382595	GBAA_RS07420
NC_007530	1383183	1383392	GBAA_RS07425
NC_007530	1383432	1384208	GBAA_RS07430
NC_007530	1384412	1385167	GBAA_RS07435
NC_007530	1385262	1385459	GBAA_RS07440
NC_007530	1385610	1386707	GBAA_RS07445
NC_007530	1386822	1387340	GBAA_RS07450
NC_007530	1387500	1388708	GBAA_RS07455
NC_007530	1388742	1389254	GBAA_RS07460
NC_007530	1389425	1389652	GBAA_RS07465
NC_007530	1389946	1390746	GBAA_RS07475
NC_007530	1390864	1391862	GBAA_RS07480
NC_007530	1391874	1392494	GBAA_RS07485
NC_007530	1398123	1398968	GBAA_RS07510
NC_007530	1399262	1399456	GBAA_RS07515
NC_007530	1399576	1400106	GBAA_RS07520
NC_007530	1400214	1402025	GBAA_RS07525
NC_007530	1402182	1402889	GBAA_RS07530
NC_007530	1403250	1404605	GBAA_RS07535
NC_007530	1404998	1405771	GBAA_RS07540
NC_007530	1405776	1408361	GBAA_RS07545
NC_007530	1408548	1408937	GBAA_RS07550
NC_007530	1408959	1409450	GBAA_RS07555
NC_007530	1409556	1410470	GBAA_RS07560
NC_007530	1410583	1411707	GBAA_RS07565
NC_007530	1412293	1412823	GBAA_RS07575
NC_007530	1413113	1413841	GBAA_RS07580
NC_007530	1413936	1414457	GBAA_RS07585
NC_007530	1414579	1416204	GBAA_RS07590
NC_007530	1416219	1417376	GBAA_RS07595
NC_007530	1417679	1418395	GBAA_RS07600
NC_007530	1418395	1420170	GBAA_RS07605
NC_007530	1420308	1420889	GBAA_RS07610
NC_007530	1433176	1434156	GBAA_RS07690
NC_007530	1434194	1435168	GBAA_RS07695
NC_007530	1435650	1436327	GBAA_RS07705
NC_007530	1436661	1437809	GBAA_RS07710
NC_007530	1440043	1440936	GBAA_RS07730
NC_007530	1440933	1441118	GBAA_RS07735
NC_007530	1441243	1442553	GBAA_RS07740
NC_007530	1442572	1443594	GBAA_RS07745
NC_007530	1443711	1443962	GBAA_RS07750
NC_007530	1444229	1444432	GBAA_RS07755
NC_007530	1444497	1445210	GBAA_RS07760
NC_007530	1445453	1446931	GBAA_RS07765
NC_007530	1447230	1447502	GBAA_RS07770
NC_007530	1448408	1449157	GBAA_RS07780
NC_007530	1449187	1449900	GBAA_RS07785
NC_007530	1449932	1450894	GBAA_RS07790
NC_007530	1451019	1451465	GBAA_RS07795
NC_007530	1451736	1452908	GBAA_RS07800
NC_007530	1452908	1453999	GBAA_RS07805
NC_007530	1454131	1455243	GBAA_RS07810
NC_007530	1455556	1456818	GBAA_RS07815
NC_007530	1456892	1457428	GBAA_RS07820
NC_007530	1457582	1458037	GBAA_RS07825
NC_007530	1458181	1458693	GBAA_RS07830
NC_007530	1458694	1459368	GBAA_RS07835
NC_007530	1459412	1460179	GBAA_RS07840
NC_007530	1460918	1461604	GBAA_RS07850
NC_007530	1461712	1462500	GBAA_RS07855
NC_007530	1462613	1463293	GBAA_RS07860
NC_007530	1463395	1464036	GBAA_RS07865
NC_007530	1464065	1464946	GBAA_RS07870
NC_007530	1465329	1465670	GBAA_RS07880
NC_007530	1465670	1466470	GBAA_RS07885
NC_007530	1466485	1466880	GBAA_RS07890
NC_007530	1466892	1467596	GBAA_RS07895
NC_007530	1470984	1471373	GBAA_RS07915
NC_007530	1472616	1473464	GBAA_RS07930
NC_007530	1473477	1473860	GBAA_RS07935
NC_007530	1473989	1476793	GBAA_RS07940
NC_007530	1477044	1477214	GBAA_RS07945
NC_007530	1477744	1478931	GBAA_RS07955
NC_007530	1479053	1479760	GBAA_RS07960
NC_007530	1479776	1480423	GBAA_RS07965
NC_007530	1483728	1484330	GBAA_RS07980
NC_007530	1484434	1485459	GBAA_RS07985
NC_007530	1486616	1486807	GBAA_RS08000
NC_007530	1486985	1487464	GBAA_RS08005
NC_007530	1487619	1488041	GBAA_RS08010
NC_007530	1488097	1488651	GBAA_RS08015
NC_007530	1488749	1489087	GBAA_RS08020
NC_007530	1489746	1490885	GBAA_RS08025
NC_007530	1490947	1491129	GBAA_RS08030
NC_007530	1491267	1493204	GBAA_RS08035
NC_007530	1494873	1495346	GBAA_RS08045
NC_007530	1495401	1496297	GBAA_RS08050
NC_007530	1496831	1497577	GBAA_RS08055
NC_007530	1498500	1499822	GBAA_RS08065
NC_007530	1501606	1505265	GBAA_RS08075
NC_007530	1505269	1505523	GBAA_RS08080
NC_007530	1505596	1506063	GBAA_RS08085
NC_007530	1506085	1506357	GBAA_RS08090
NC_007530	1506360	1507193	GBAA_RS08095
NC_007530	1507873	1508322	GBAA_RS08100
NC_007530	1508406	1508717	GBAA_RS08105
NC_007530	1509953	1510339	GBAA_RS08115
NC_007530	1511032	1511757	GBAA_RS08120
NC_007530	1511888	1512754	GBAA_RS08125
NC_007530	1513588	1514781	GBAA_RS08135
NC_007530	1514782	1515525	GBAA_RS08140
NC_007530	1516150	1516788	GBAA_RS08150
NC_007530	1516831	1518267	GBAA_RS08155
NC_007530	1518271	1519485	GBAA_RS08160
NC_007530	1538236	1539096	GBAA_RS08185
NC_007530	1539879	1540139	GBAA_RS08195
NC_007530	1540142	1541047	GBAA_RS08200
NC_007530	1541061	1541447	GBAA_RS08205
NC_007530	1541517	1542389	GBAA_RS08210
NC_007530	1542573	1543058	GBAA_RS08215
NC_007530	1543202	1543861	GBAA_RS08220
NC_007530	1543874	1544050	GBAA_RS08225
NC_007530	1544084	1544332	GBAA_RS08230
NC_007530	1544452	1544649	GBAA_RS08235
NC_007530	1544912	1545640	GBAA_RS08240
NC_007530	1545780	1546412	GBAA_RS08245
NC_007530	1546432	1546725	GBAA_RS08250
NC_007530	1546805	1547434	GBAA_RS08255
NC_007530	1547658	1547999	GBAA_RS08260
NC_007530	1547996	1549552	GBAA_RS08265
NC_007530	1549742	1551091	GBAA_RS08270
NC_007530	1551176	1551454	GBAA_RS08275
NC_007530	1551513	1552676	GBAA_RS08280
NC_007530	1554781	1555611	GBAA_RS08290
NC_007530	1555750	1557105	GBAA_RS08295
NC_007530	1557141	1557806	GBAA_RS08300
NC_007530	1557967	1558545	GBAA_RS08305
NC_007530	1558691	1559008	GBAA_RS08310
NC_007530	1559281	1560015	GBAA_RS08315
NC_007530	1560066	1560650	GBAA_RS08320
NC_007530	1560763	1561488	GBAA_RS08325
NC_007530	1561613	1562833	GBAA_RS08330
NC_007530	1562853	1563302	GBAA_RS08335
NC_007530	1563431	1564645	GBAA_RS08340
NC_007530	1564653	1565120	GBAA_RS08345
NC_007530	1565646	1565864	GBAA_RS08355
NC_007530	1565918	1566106	GBAA_RS08360
NC_007530	1566134	1566736	GBAA_RS08365
NC_007530	1567764	1568441	GBAA_RS08375
NC_007530	1568592	1568960	GBAA_RS08380
NC_007530	1569725	1571092	GBAA_RS08385
NC_007530	1571266	1572906	GBAA_RS08390
NC_007530	1572936	1574288	GBAA_RS08395
NC_007530	1574316	1575032	GBAA_RS08400
NC_007530	1575066	1575848	GBAA_RS08405
NC_007530	1576528	1576992	GBAA_RS08415
NC_007530	1577009	1577461	GBAA_RS08420
NC_007530	1577479	1578777	GBAA_RS08425
NC_007530	1579866	1581218	GBAA_RS08440
NC_007530	1581241	1581609	GBAA_RS08445
NC_007530	1582669	1583082	GBAA_RS08460
NC_007530	1583099	1583398	GBAA_RS08465
NC_007530	1585005	1586009	GBAA_RS08480
NC_007530	1586679	1587983	GBAA_RS08490
NC_007530	1588520	1588723	GBAA_RS08500
NC_007530	1588774	1589634	GBAA_RS08505
NC_007530	1589638	1590210	GBAA_RS08510
NC_007530	1590232	1591545	GBAA_RS08515
NC_007530	1591595	1591933	GBAA_RS08520
NC_007530	1594394	1595341	GBAA_RS08535
NC_007530	1596420	1596872	GBAA_RS08540
NC_007530	1597286	1597546	GBAA_RS08545
NC_007530	1598047	1599750	GBAA_RS08555
NC_007530	1602226	1602903	GBAA_RS08565
NC_007530	1606994	1607857	GBAA_RS08595
NC_007530	1608113	1608898	GBAA_RS08600
NC_007530	1610199	1610558	GBAA_RS08615
NC_007530	1610571	1610891	GBAA_RS08620
NC_007530	1610888	1611646	GBAA_RS08625
NC_007530	1611680	1611955	GBAA_RS08630
NC_007530	1611971	1612732	GBAA_RS08635
NC_007530	1612743	1613789	GBAA_RS08640
NC_007530	1617244	1618017	GBAA_RS08655
NC_007530	1618135	1618845	GBAA_RS08660
NC_007530	1618863	1619699	GBAA_RS08665
NC_007530	1620408	1620719	GBAA_RS08675
NC_007530	1620782	1620952	GBAA_RS08680
NC_007530	1621040	1621624	GBAA_RS08685
NC_007530	1622402	1623007	GBAA_RS08700
NC_007530	1623010	1623345	GBAA_RS08705
NC_007530	1623534	1623713	GBAA_RS08710
NC_007530	1623780	1624991	GBAA_RS08715
NC_007530	1625111	1626379	GBAA_RS08720
NC_007530	1626485	1627012	GBAA_RS08725
NC_007530	1627053	1627946	GBAA_RS08730
NC_007530	1629078	1630103	GBAA_RS08740
NC_007530	1631783	1633045	GBAA_RS08750
NC_007530	1633066	1633899	GBAA_RS08755
NC_007530	1633949	1634362	GBAA_RS08760
NC_007530	1634594	1634755	GBAA_RS08765
NC_007530	1634915	1635550	GBAA_RS08770
NC_007530	1635652	1636743	GBAA_RS08775
NC_007530	1636794	1637435	GBAA_RS08780
NC_007530	1637594	1638169	GBAA_RS08785
NC_007530	1638259	1638630	GBAA_RS08790
NC_007530	1638649	1639509	GBAA_RS08795
NC_007530	1667925	1669265	GBAA_RS08960
NC_007530	1669411	1670658	GBAA_RS08965
NC_007530	1670689	1671645	GBAA_RS08970
NC_007530	1671642	1672712	GBAA_RS08975
NC_007530	1672709	1673149	GBAA_RS08980
NC_007530	1675779	1676717	GBAA_RS09000
NC_007530	1676755	1677864	GBAA_RS09005
NC_007530	1677866	1679008	GBAA_RS09010
NC_007530	1679119	1680330	GBAA_RS09015
NC_007530	1680385	1681128	GBAA_RS09020
NC_007530	1686101	1687390	GBAA_RS09040
NC_007530	1687393	1688325	GBAA_RS09045
NC_007530	1688443	1691637	GBAA_RS09050
NC_007530	1691729	1691863	GBAA_RS09055
NC_007530	1692598	1693581	GBAA_RS09070
NC_007530	1693920	1694315	GBAA_RS09075
NC_007530	1694535	1694990	GBAA_RS09080
NC_007530	1695340	1696569	GBAA_RS09085
NC_007530	1698054	1698659	GBAA_RS09100
NC_007530	1698665	1700290	GBAA_RS09105
NC_007530	1700353	1700787	GBAA_RS09110
NC_007530	1700956	1702200	GBAA_RS09115
NC_007530	1702454	1703833	GBAA_RS09120
NC_007530	1704029	1705291	GBAA_RS09125
NC_007530	1705320	1705598	GBAA_RS09130
NC_007530	1705618	1706082	GBAA_RS09135
NC_007530	1706325	1707767	GBAA_RS09140
NC_007530	1707857	1708621	GBAA_RS09145
NC_007530	1710205	1711188	GBAA_RS09155
NC_007530	1711363	1711917	GBAA_RS09160
NC_007530	1712401	1713660	GBAA_RS09165
NC_007530	1715588	1716799	GBAA_RS09180
NC_007530	1716810	1717727	GBAA_RS09185
NC_007530	1717804	1718316	GBAA_RS09190
NC_007530	1718409	1719233	GBAA_RS09195
NC_007530	1719274	1720908	GBAA_RS09200
NC_007530	1721653	1722990	GBAA_RS09205
NC_007530	1723030	1723734	GBAA_RS09210
NC_007530	1724065	1724328	GBAA_RS09215
NC_007530	1724509	1725195	GBAA_RS09220
NC_007530	1725306	1725947	GBAA_RS09225
NC_007530	1726699	1727652	GBAA_RS09235
NC_007530	1727944	1728294	GBAA_RS09240
NC_007530	1728481	1728681	GBAA_RS09245
NC_007530	1728849	1729385	GBAA_RS09250
NC_007530	1729477	1730235	GBAA_RS09255
NC_007530	1731199	1732098	GBAA_RS09260
NC_007530	1732121	1733833	GBAA_RS09265
NC_007530	1733830	1734042	GBAA_RS09270
NC_007530	1734057	1735064	GBAA_RS09275
NC_007530	1736816	1738078	GBAA_RS09285
NC_007530	1738159	1738386	GBAA_RS09290
NC_007530	1739755	1740471	GBAA_RS09300
NC_007530	1740487	1741338	GBAA_RS09305
NC_007530	1741506	1742720	GBAA_RS09310
NC_007530	1742769	1743530	GBAA_RS09315
NC_007530	1743733	1744656	GBAA_RS09320
NC_007530	1745081	1745725	GBAA_RS09325
NC_007530	1745853	1747367	GBAA_RS09330
NC_007530	1747578	1748021	GBAA_RS09335
NC_007530	1748049	1748408	GBAA_RS09340
NC_007530	1748462	1749787	GBAA_RS09345
NC_007530	1749941	1751320	GBAA_RS09350
NC_007530	1754037	1754246	GBAA_RS09360
NC_007530	1754610	1754990	GBAA_RS09370
NC_007530	1755335	1757365	GBAA_RS09375
NC_007530	1757653	1758786	GBAA_RS09380
NC_007530	1758904	1759434	GBAA_RS09385
NC_007530	1762334	1763629	GBAA_RS09405
NC_007530	1764106	1765065	GBAA_RS09410
NC_007530	1765307	1766782	GBAA_RS09415
NC_007530	1766957	1767901	GBAA_RS09420
NC_007530	1772126	1773334	GBAA_RS09440
NC_007530	1774755	1775381	GBAA_RS09450
NC_007530	1775739	1776686	GBAA_RS09455
NC_007530	1777766	1778947	GBAA_RS09465
NC_007530	1782469	1783149	GBAA_RS09495
NC_007530	1783201	1784184	GBAA_RS09500
NC_007530	1784405	1785688	GBAA_RS09505
NC_007530	1785806	1787461	GBAA_RS09510
NC_007530	1788067	1789761	GBAA_RS09515
NC_007530	1789942	1790487	GBAA_RS09520
NC_007530	1790821	1792965	GBAA_RS09525
NC_007530	1793234	1794481	GBAA_RS09530
NC_007530	1794608	1795573	GBAA_RS09535
NC_007530	1798240	1798659	GBAA_RS09550
NC_007530	1798989	1800638	GBAA_RS09555
NC_007530	1800751	1801371	GBAA_RS09560
NC_007530	1801501	1802277	GBAA_RS09565
NC_007530	1802464	1803369	GBAA_RS09570
NC_007530	1803467	1804336	GBAA_RS09575
